sample_id,system,question,gold_answer,prediction,exact_match,f1_score,time_seconds
295,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.23695694389081734,3.425267698952747
296,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.30381104721314073,2.8765778717153516
297,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.17959221125893007,3.3986016074739362
298,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.1742116511913143,3.831875373000119
299,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.2815466188800705,3.3423661530047357
300,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Unknown,0.0,0.19232901795755872,3.1777747674909333
301,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.16764355907229112,2.8228772892094955
302,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Not stated,0.0,0.2727132069475945,3.40092435957926
303,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.11733942606274171,3.640173922803955
304,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.17290343143403356,2.603133559204535
305,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.13318432028619154,2.7923560892441306
306,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.2829821168103758,3.2085303193823886
307,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.2415320772966258,3.363156889218464
308,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.2023952689964288,2.7858940453704553
309,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.1475165082789054,3.4343225196369023
310,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.23452677452034226,3.1238997884350623
311,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,yes,0.0,0.23508174842900176,3.066085857932303
312,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.15071164767005474,3.191446874447314
313,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,I dont know,0.0,0.13620264579008928,3.319261972616648
314,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.19762321901447563,2.845106678961677
315,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.13428521667252394,3.045709543870639
316,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.2698627466548941,3.327610048991835
317,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,yes,0.0,0.172150027678667,3.192211127827979
318,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.2204502818107466,3.3949991490241542
319,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,yes,0.0,0.1549401318911569,3.4851019972693407
320,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.20228957883575666,2.8511486420800476
321,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.2395419377567517,2.63281411459814
322,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.20967510094143904,2.9241470213016343
323,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.21177440301390232,3.5184132004595146
324,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.19309806858707057,3.6430346244889593
325,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.30604892652067506,3.2256284974012055
326,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,no,0.0,0.20135729454646267,3.463456276307853
327,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.18671720264942998,3.669490694958621
328,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.2116481783185788,3.7708466794555795
329,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.2828053868857176,3.1031816871102094
330,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Unknown,0.0,0.264535026535401,3.181193015215459
331,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.17797504862285907,3.4644097311146727
332,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,yes,0.0,0.16343453261338092,2.779244946591956
333,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,I dont know,0.0,0.1665677966565653,3.6160297611923737
334,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.27749518452128424,2.693862863510383
335,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.3097804666458677,3.3402966211103213
336,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Unknown,0.0,0.2830521189400485,2.819011907165777
337,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.21771611554077472,3.331826562498495
338,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.17648799114214986,3.2536348080210744
339,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.18544201084277717,3.144516033272375
340,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.2839203366468137,2.7601602901998077
341,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,no,0.0,0.2243595283969802,2.898785461219287
342,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,Unknown,0.0,0.28120259519747565,3.244950192589975
343,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.11872945981946036,3.5726893950631142
344,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.2510455762050005,3.0326991731783743
345,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.18721575049819644,3.7954974931556604
346,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.2090657299232847,3.4650409323994804
347,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Not stated,0.0,0.1352492539618777,3.3888304708433585
348,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.17639894078627272,3.0969204665585544
349,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.28483807481086165,3.277743843452793
350,Simplified Self-RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.12994233954839565,3.2733259892487023
351,Simplified Self-RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.1130695195830521,3.2560243215240146
352,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.19199572394927286,3.0505878322051814
353,Simplified Self-RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.12496564964874174,3.7413646302878774
354,Simplified Self-RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.1777122468102863,3.3823091584244196
355,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.2399673305158545,2.93050541683779
356,Simplified Self-RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.2804682673131786,2.5658843327368985
357,Simplified Self-RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.186001879504531,3.2585898781146896
358,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.23535983580159753,3.282942198437547
359,Simplified Self-RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.28447660347970727,3.299008259353377
360,Simplified Self-RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.23349189232054463,3.1654026137036912
361,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.2362322033709281,3.336965572059693
362,Simplified Self-RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,yes,0.0,0.3094851845912431,2.999037626080529
363,Simplified Self-RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.19679429438462512,3.0801717393663246
364,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,yes,0.0,0.2620739385988531,3.4596961321156017
365,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.6490655378769903
366,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.1746894750273844
367,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,2.9781811117520456
368,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.136304649035215
369,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.4250784515020944
370,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.025719656861422
371,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,2.804693355382179
372,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,2.8315359963140327
373,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.274814146457355
374,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.3744363190026103
375,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.488359964685069
376,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,2.963443331842802
377,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.27607502646421
378,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.6541565686135824
379,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,2.8717861948024446
380,Simplified Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.276856379937134
381,Simplified Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,2.938484005581679
382,Simplified Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,2.54851513887172
383,Simplified Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.0877294580214314
384,Simplified Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.331831460181817
